model	dataset	species	tx_id	gene	tx_biotype	orf_type	orf_tstart	orf_tstop	tx_len	psites_total	psites_in_orf	r_full	r_drop1	r_drop3	r_orf	r_drop_orf3	top1_frac	spread90	f0_obs_in_orf	score
attn	human_ruizorera	human	ENST00000342245.9	SMPD1	protein_coding	annotated	126	2021	2410	4062	3990	0.5670	0.5871	0.6482	0.5594	0.6422	0.0290	0.5289	0.8792	0.5889
attn	human_ruizorera	human	ENST00000344989.10	SRSF10	protein_coding	annotated	77	628	3487	6429	6331	0.6980	0.6871	0.7073	0.6634	0.6710	0.0429	0.3986	0.7980	0.5887
attn	human_ruizorera	human	ENST00000453779.6	QKI	protein_coding	annotated	552	1511	5685	25524	21616	0.6843	0.6853	0.6870	0.6632	0.6708	0.0436	0.3296	0.8487	0.5873
attn	human_ruizorera	human	ENST00000312916.12	AGGF1	protein_coding	annotated	364	2508	4490	810	284	0.3097	0.3167	0.3744	0.4336	0.7584	0.0790	0.5328	0.8873	0.5872
attn	human_ruizorera	human	ENST00000422285.7	PDHA1	protein_coding	annotated	112	1284	3349	33937	33815	0.6338	0.6609	0.6885	0.5971	0.6526	0.0355	0.3306	0.8673	0.5865
attn	human_ruizorera	human	ENST00000421337.6	MYADM	protein_coding	annotated	353	1321	1579	43284	43036	0.6355	0.6616	0.6861	0.6181	0.6691	0.0439	0.3080	0.8794	0.5853
attn	human_ruizorera	human	ENST00000379773.6	CAMK2D	protein_coding	annotated	63	1499	1642	38494	38331	0.6305	0.6447	0.6384	0.6249	0.6324	0.0261	0.3515	0.8466	0.5852
attn	human_ruizorera	human	ENST00000907360.1	ALAD	protein_coding	annotated	139	1158	3154	1481	1471	0.6637	0.6600	0.6698	0.6305	0.6337	0.0270	0.6157	0.8824	0.5848
attn	human_ruizorera	human	ENST00000402252.6	PYCR1	protein_coding	annotated	27	1067	1346	9660	9656	0.6479	0.6808	0.6534	0.6364	0.6406	0.0312	0.3948	0.8678	0.5836
attn	human_ruizorera	human	ENST00000218388.9	TIMP1	protein_coding	annotated	48	671	769	77693	77476	0.6531	0.6699	0.6548	0.6384	0.6389	0.0313	0.2886	0.8388	0.5818
attn	human_ruizorera	human	ENST00000380996.9	TSSC4	protein_coding	uORF	122	307	1544	1755	443	0.7929	0.6178	0.6242	0.8833	0.7594	0.0826	0.5484	0.8375	0.5802
attn	human_ruizorera	human	ENST00000342666.9	CAMK2D	protein_coding	annotated	1	1500	1940	38590	38581	0.6241	0.6364	0.6375	0.6130	0.6254	0.0260	0.3514	0.8448	0.5788
attn	human_ruizorera	human	ENST00000394524.7	CAMK2D	protein_coding	annotated	378	1814	5294	40088	38382	0.6350	0.6501	0.6560	0.6025	0.6232	0.0251	0.3471	0.8460	0.5786
attn	human_ruizorera	human	ENST00000218652.12	NDFIP2	protein_coding	annotated	50	1060	4624	4451	4439	0.6076	0.6780	0.7330	0.5853	0.7089	0.0645	0.4444	0.8009	0.5783
attn	human_ruizorera	human	ENST00000302763.12	CTNNA1	protein_coding	annotated	89	2809	3754	99397	99137	0.5760	0.6053	0.6280	0.5609	0.6136	0.0206	0.3134	0.8699	0.5775
attn	human_ruizorera	human	ENST00000355527.8	DHCR7	protein_coding	annotated	236	1663	2627	6085	5852	0.6172	0.6298	0.6411	0.5848	0.6091	0.0189	0.5016	0.8477	0.5762
attn	human_ruizorera	human	ENST00000320954.11	CRTAP	protein_coding	annotated	65	1270	6595	6381	6353	0.5957	0.6157	0.6647	0.5526	0.6258	0.0279	0.4774	0.8580	0.5759
attn	human_ruizorera	human	ENST00000327892.13	TUBB	protein_coding	annotated	156	1490	2515	59599	53361	0.6009	0.6667	0.7111	0.5942	0.7120	0.0672	0.2799	0.8605	0.5752
attn	human_ruizorera	human	ENST00000267884.11	SRP14	protein_coding	annotated	66	476	1119	50499	50183	0.6413	0.6408	0.7182	0.6155	0.6969	0.0613	0.2549	0.8834	0.5748
attn	human_ruizorera	human	ENST00000303731.9	TRAPPC1	protein_coding	annotated	118	555	812	15070	14954	0.7278	0.6604	0.7228	0.7087	0.6967	0.0614	0.3590	0.8430	0.5744
attn	human_ruizorera	human	ENST00000359759.8	COL18A1	protein_coding	annotated	1	5265	6586	198416	198416	0.5757	0.5947	0.6041	0.5678	0.5961	0.0133	0.3014	0.8497	0.5735
attn	human_ruizorera	human	ENST00000370828.4	GPC4	protein_coding	annotated	525	2195	4959	9161	8687	0.6134	0.6230	0.6467	0.5729	0.6075	0.0196	0.5039	0.7865	0.5734
attn	human_ruizorera	human	ENST00000371085.8	GNAS	protein_coding	annotated	307	1491	1854	161972	161464	0.6874	0.6299	0.6481	0.6719	0.6271	0.0306	0.2476	0.8779	0.5722
attn	human_ruizorera	human	ENST00000380529.5	SERPINB6	protein_coding	annotated	59	1231	1370	6494	6475	0.5781	0.6611	0.6754	0.5706	0.6680	0.0504	0.4627	0.8639	0.5719
attn	human_ruizorera	human	ENST00000263556.3	P4HA1	protein_coding	annotated	242	1846	2844	30399	29583	0.5914	0.6007	0.6355	0.5675	0.6138	0.0244	0.3695	0.8437	0.5709
attn	human_ruizorera	human	ENST00000329433.11	HNRNPH1	protein_coding	annotated	109	1527	2190	25639	25261	0.5838	0.6006	0.6351	0.5655	0.6177	0.0267	0.3574	0.8526	0.5706
attn	human_ruizorera	human	ENST00000157600.8	LMCD1	protein_coding	annotated	117	1214	8284	11614	11311	0.6133	0.6659	0.6971	0.5626	0.6478	0.0420	0.4379	0.7974	0.5700
attn	human_ruizorera	human	ENST00000880338.1	HNRNPDL	protein_coding	annotated	782	2044	4667	16708	16347	0.6818	0.6578	0.6868	0.6633	0.6617	0.0487	0.3608	0.8071	0.5697
attn	human_ruizorera	human	ENST00000372397.6	TSC22D3	protein_coding	annotated	325	729	2027	8216	7738	0.6492	0.6797	0.6942	0.6253	0.6823	0.0578	0.3176	0.9068	0.5696
attn	human_ruizorera	human	ENST00000303562.9	FOS	protein_coding	annotated	156	1298	2104	16134	15833	0.6777	0.6515	0.6482	0.6588	0.6222	0.0298	0.3893	0.8576	0.5693
attn	human_ruizorera	human	ENST00000377526.4	AUP1	protein_coding	annotated	78	1310	1458	3137	3137	0.6489	0.6119	0.6207	0.6423	0.6111	0.0245	0.5403	0.8540	0.5683
attn	human_ruizorera	human	ENST00000311052.10	CARHSP1	protein_coding	annotated	49	492	2709	2762	2608	0.8260	0.7933	0.7219	0.8146	0.6977	0.0652	0.4600	0.8198	0.5678
attn	human_ruizorera	human	ENST00000612256.4	ARFRP1	protein_coding	annotated	568	1173	2974	5048	5025	0.5968	0.6544	0.7108	0.5548	0.6765	0.0563	0.4161	0.8786	0.5677
attn	human_ruizorera	human	ENST00000219302.8	NME3	protein_coding	annotated	10	519	848	4035	3997	0.6512	0.6807	0.6830	0.6243	0.6558	0.0471	0.4819	0.8181	0.5676
attn	human_ruizorera	human	ENST00000382151.6	PISD	protein_coding	uORF	180	323	2669	2669	72	0.4299	0.4418	0.4736	0.5154	0.6972	0.0652	0.5726	0.6528	0.5673
attn	human_ruizorera	human	ENST00000262815.13	MAU2	protein_coding	annotated	32	1873	4845	5127	5090	0.5901	0.6195	0.6586	0.5598	0.6290	0.0343	0.5232	0.8864	0.5673
attn	human_ruizorera	human	ENST00000229794.9	MAPK14	protein_coding	annotated	351	1433	4222	13543	12747	0.5932	0.6147	0.6779	0.5469	0.6359	0.0385	0.4133	0.8546	0.5660
attn	human_ruizorera	human	ENST00000306932.10	FIP1L1	protein_coding	annotated	144	1706	1878	3279	3279	0.6597	0.6455	0.6584	0.6560	0.6542	0.0473	0.4794	0.8066	0.5658
attn	human_ruizorera	human	ENST00000336097.7	NME1	protein_coding	annotated	237	770	986	2609	2557	0.7642	0.7599	0.7396	0.7982	0.7859	0.0985	0.3511	0.8584	0.5647
attn	human_ruizorera	human	ENST00000270625.7	RPS11	protein_coding	annotated	24	500	573	12980	12951	0.5862	0.6146	0.7048	0.5760	0.6956	0.0660	0.3518	0.8545	0.5644
attn	human_ruizorera	human	ENST00000290231.11	NCOA5	protein_coding	annotated	176	1915	3224	4293	4260	0.6111	0.6281	0.6347	0.5925	0.6154	0.0294	0.5199	0.8594	0.5638
attn	human_ruizorera	human	ENST00000449699.5	NDUFS1	protein_coding	annotated	62	2287	2371	27680	27655	0.5300	0.5575	0.6128	0.5267	0.6097	0.0265	0.3983	0.8574	0.5636
attn	human_ruizorera	human	ENST00000298510.4	PRDX3	protein_coding	annotated	23	793	1553	24516	24470	0.6649	0.6552	0.6586	0.6407	0.6304	0.0376	0.3204	0.8644	0.5626
attn	human_ruizorera	human	ENST00000275235.8	AIG1	protein_coding	annotated	26	763	1202	5276	5271	0.6718	0.7021	0.7321	0.6590	0.7154	0.0749	0.4241	0.8401	0.5624
attn	human_ruizorera	human	ENST00000429120.6	LY6E	protein_coding	annotated	157	552	1173	4215	3922	0.6444	0.6649	0.6777	0.5919	0.6321	0.0391	0.5054	0.7810	0.5614
attn	human_ruizorera	human	ENST00000546392.6	NACA	protein_coding	annotated	283	930	964	13414	13400	0.6527	0.6198	0.7428	0.6463	0.7375	0.0839	0.3270	0.8383	0.5608
attn	human_ruizorera	human	ENST00000452790.6	BZW1	protein_coding	annotated	53	1408	1473	6821	6818	0.8265	0.7991	0.7075	0.8261	0.7063	0.0724	0.3882	0.8306	0.5602
attn	human_ruizorera	human	ENST00000447998.7	DCTN4	protein_coding	annotated	25	1407	4116	8981	8967	0.6696	0.6984	0.6704	0.6430	0.6343	0.0415	0.4453	0.8462	0.5590
attn	human_ruizorera	human	ENST00000304434.11	ELOVL5	protein_coding	annotated	143	1042	2765	5784	5538	0.6250	0.6586	0.6773	0.5913	0.6438	0.0462	0.4602	0.8081	0.5589
attn	human_ruizorera	human	ENST00000409006.3	KDELR3	protein_coding	annotated	157	819	931	6653	6303	0.6016	0.5800	0.5906	0.6242	0.6126	0.0308	0.4379	0.8452	0.5587
attn	human_ruizorera	human	ENST00000922880.1	RAB9A	protein_coding	annotated	287	892	1365	1965	1590	0.5947	0.6076	0.6186	0.5806	0.6258	0.0377	0.5382	0.8044	0.5584
attn	human_ruizorera	human	ENST00000264908.11	ANXA3	protein_coding	annotated	129	1100	1432	17485	17321	0.5681	0.6642	0.7036	0.5498	0.6845	0.0646	0.4000	0.8347	0.5582
attn	human_ruizorera	human	ENST00000329138.9	HGS	protein_coding	annotated	57	2390	2893	9140	9136	0.6088	0.5912	0.6306	0.6031	0.6224	0.0363	0.4674	0.8925	0.5578
attn	human_ruizorera	human	ENST00000319006.8	TALDO1	protein_coding	annotated	19	1032	1199	15403	15388	0.5957	0.5913	0.6102	0.5851	0.5994	0.0246	0.3902	0.8852	0.5573
attn	human_ruizorera	human	ENST00000889126.1	MEF2A	protein_coding	annotated	273	1766	5336	22096	21341	0.4583	0.5019	0.6226	0.4908	0.6719	0.0598	0.3219	0.8708	0.5572
attn	human_ruizorera	human	ENST00000371589.9	MAN1B1	protein_coding	annotated	16	2115	2707	5803	5774	0.5292	0.5513	0.6208	0.5193	0.6116	0.0312	0.5117	0.8673	0.5571
attn	human_ruizorera	human	ENST00000676749.1	HNRNPA2B1	protein_coding	annotated	725	1750	2978	96700	85304	0.6091	0.6425	0.7092	0.5556	0.6557	0.0528	0.2445	0.8765	0.5569
attn	human_ruizorera	human	ENST00000554969.5	HNRNPC	protein_coding	Overlap_uORF	284	448	1924	13014	2934	0.6516	0.6880	0.6500	0.6864	0.6703	0.0592	0.2703	0.5965	0.5569
attn	human_ruizorera	human	ENST00000382191.4	TRA2B	protein_coding	annotated	410	976	976	8775	6202	0.4852	0.4697	0.5502	0.5422	0.6465	0.0491	0.4227	0.8463	0.5558
attn	human_ruizorera	human	ENST00000629768.2	PYCR1	protein_coding	annotated	115	768	1740	7722	6604	0.5810	0.6235	0.6361	0.5546	0.6245	0.0390	0.3964	0.8124	0.5549
attn	human_ruizorera	human	ENST00000350697.8	SEC13	protein_coding	annotated	61	1029	1359	20396	20149	0.6317	0.6722	0.6360	0.6176	0.6199	0.0367	0.3541	0.8621	0.5548
attn	human_ruizorera	human	ENST00000896443.1	SPARC	protein_coding	annotated	90	1052	1091	388796	388674	0.6181	0.6193	0.6315	0.6101	0.6224	0.0384	0.2743	0.8568	0.5540
attn	human_ruizorera	human	ENST00000376630.5	HLA-E	protein_coding	annotated	24	1100	2548	4891	4881	0.6131	0.6664	0.7070	0.5918	0.6837	0.0664	0.4574	0.8668	0.5539
attn	human_ruizorera	human	ENST00000422163.5	GNAI2	protein_coding	annotated	833	1852	2407	26950	26928	0.6648	0.6477	0.6887	0.6384	0.6551	0.0541	0.3289	0.8832	0.5539
attn	human_ruizorera	human	ENST00000264167.11	AGPS	protein_coding	annotated	18	1994	7633	9212	9199	0.6065	0.6239	0.6249	0.5682	0.5858	0.0191	0.4731	0.8674	0.5539
attn	human_ruizorera	human	ENST00000959645.1	GNAI1	protein_coding	annotated	132	1400	2105	9701	9671	0.6402	0.6618	0.6347	0.6239	0.6134	0.0340	0.4228	0.7871	0.5537
attn	human_ruizorera	human	ENST00000432729.5	ZMAT3	protein_coding	uORF	286	450	2944	2935	38	0.3563	0.4257	0.4571	0.3919	0.6880	0.0685	0.5392	0.7105	0.5534
attn	human_ruizorera	human	ENST00000290216.14	SCRN2	protein_coding	annotated	67	1344	1496	4356	4343	0.5408	0.5720	0.6242	0.5310	0.6149	0.0351	0.5152	0.8658	0.5532
attn	human_ruizorera	human	ENST00000393085.4	MTPN	protein_coding	annotated	260	616	3782	9457	8413	0.5951	0.6246	0.6628	0.5457	0.6378	0.0464	0.3434	0.8232	0.5532
attn	human_ruizorera	human	ENST00000529064.5	GFUS	protein_coding	annotated	49	1032	1324	2766	2762	0.5781	0.6042	0.6671	0.5691	0.6590	0.0571	0.5048	0.8175	0.5515
attn	human_ruizorera	human	ENST00000263956.8	GTF3C3	protein_coding	annotated	73	2733	4261	6332	6321	0.6099	0.5889	0.6047	0.5919	0.5838	0.0194	0.5361	0.8271	0.5514
attn	human_ruizorera	human	ENST00000543155.6	COPS7A	protein_coding	annotated	178	1005	1831	6403	6271	0.6157	0.6115	0.6338	0.5864	0.6040	0.0306	0.4282	0.8967	0.5511
attn	human_ruizorera	human	ENST00000395719.7	G3BP2	protein_coding	annotated	121	1569	4217	42286	42062	0.5656	0.6291	0.6644	0.5272	0.6271	0.0426	0.3323	0.8565	0.5508
attn	human_ruizorera	human	ENST00000315285.9	SPAST	protein_coding	annotated	277	2127	5268	2075	1988	0.5482	0.6306	0.6848	0.5400	0.6799	0.0665	0.5543	0.8491	0.5507
attn	human_ruizorera	human	ENST00000355630.10	MRTFA	protein_coding	annotated	626	3421	4522	8418	7047	0.5307	0.5424	0.5491	0.5540	0.5819	0.0188	0.5190	0.8849	0.5507
attn	human_ruizorera	human	ENST00000611400.4	TEX264	protein_coding	annotated	241	1182	1488	2980	2954	0.6208	0.6410	0.6376	0.6038	0.6176	0.0379	0.4986	0.8338	0.5507
attn	human_ruizorera	human	ENST00000944192.1	RIN2	protein_coding	internal	1589	1732	4901	7095	754	0.4853	0.5106	0.5326	0.2923	0.5997	0.0286	0.5121	0.6724	0.5507
attn	human_ruizorera	human	ENST00000582136.5	ARMC7	protein_coding	annotated	312	560	1204	412	344	0.7332	0.6875	0.6855	0.7274	0.6654	0.0607	0.6078	0.7587	0.5500
attn	human_ruizorera	human	ENST00000420993.7	NCAPH2	protein_coding	annotated	115	1932	3337	3660	3471	0.5274	0.5007	0.5162	0.6299	0.5929	0.0254	0.5418	0.8899	0.5499
attn	human_ruizorera	human	ENST00000526451.5	EIF1AD	protein_coding	annotated	210	707	2761	1768	1527	0.6207	0.5935	0.6087	0.5961	0.5946	0.0266	0.5892	0.7728	0.5494
attn	human_ruizorera	human	ENST00000487698.5	SF3B1	protein_coding	annotated	81	545	2127	7189	7189	0.6948	0.7399	0.6939	0.6561	0.6467	0.0530	0.3846	0.8384	0.5488
attn	human_ruizorera	human	ENST00000945243.1	SEPTIN2	protein_coding	annotated	293	1564	2176	44329	44186	0.4990	0.5241	0.6840	0.4800	0.6651	0.0615	0.3151	0.8391	0.5482
attn	human_ruizorera	human	ENST00000372626.7	TCEAL1	protein_coding	annotated	191	670	721	1633	1583	0.5312	0.5967	0.6810	0.5213	0.6771	0.0667	0.5053	0.8187	0.5480
attn	human_ruizorera	human	ENST00000372431.8	PLTP	protein_coding	annotated	89	1570	1889	24623	24609	0.6208	0.5915	0.6150	0.6107	0.6016	0.0316	0.3662	0.8718	0.5474
attn	human_ruizorera	human	ENST00000397901.8	CHMP1A	protein_coding	annotated	121	711	2342	3346	3048	0.6228	0.6443	0.6495	0.5854	0.6173	0.0397	0.5029	0.8051	0.5472
attn	human_ruizorera	human	ENST00000274140.10	MARCHF6	protein_coding	annotated	205	2937	9641	15014	14889	0.6218	0.6515	0.6197	0.5849	0.5771	0.0182	0.4809	0.8262	0.5470
attn	human_ruizorera	human	ENST00000321442.10	SFXN1	protein_coding	annotated	90	1058	4066	7500	7274	0.6364	0.6553	0.6674	0.5837	0.6113	0.0368	0.4395	0.8577	0.5470
attn	human_ruizorera	human	ENST00000299610.5	MFAP4	protein_coding	annotated	36	803	1820	73380	73264	0.6349	0.6100	0.6308	0.5927	0.5856	0.0234	0.3022	0.8472	0.5465
attn	human_ruizorera	human	ENST00000310786.10	CD164	protein_coding	annotated	90	683	3020	23511	23356	0.6835	0.7604	0.7022	0.6438	0.6505	0.0564	0.3347	0.8483	0.5457
attn	human_ruizorera	human	ENST00000397441.6	PRMT5	protein_coding	uORF	41	154	2418	10524	356	0.3961	0.4530	0.4597	0.4100	0.6368	0.0501	0.4567	0.8230	0.5457
attn	human_ruizorera	human	ENST00000392003.6	COL6A3	protein_coding	annotated	286	3396	3464	53350	48806	0.5145	0.5270	0.5734	0.5577	0.5821	0.0220	0.3797	0.8531	0.5455
attn	human_ruizorera	human	ENST00000371317.10	MCTS1	protein_coding	annotated	137	682	9577	2570	2516	0.6063	0.6989	0.7431	0.5613	0.7063	0.0798	0.4554	0.8227	0.5454
attn	human_ruizorera	human	ENST00000926846.1	NME6	protein_coding	annotated	63	446	1088	1290	1278	0.6707	0.7466	0.7367	0.6433	0.7065	0.0798	0.5274	0.7426	0.5453
attn	human_ruizorera	human	ENST00000340852.9	HM13	protein_coding	annotated	125	1258	1606	3201	2690	0.7325	0.6947	0.6497	0.7091	0.6858	0.0719	0.4553	0.8599	0.5450
attn	human_ruizorera	human	ENST00000355468.7	P3H4	protein_coding	annotated	195	1781	2791	9931	9885	0.5857	0.5882	0.6039	0.5633	0.5814	0.0220	0.4177	0.8716	0.5449
attn	human_ruizorera	human	ENST00000368328.5	CENPW	protein_coding	annotated	160	426	809	881	802	0.7026	0.7119	0.6769	0.6620	0.6261	0.0454	0.5959	0.7494	0.5449
attn	human_ruizorera	human	ENST00000447653.8	CALM1	protein_coding	Overlap_dORF	746	868	1104	11905	20	0.4771	0.5390	0.6219	0.2634	0.7301	0.0889	0.3344	0.7000	0.5447
attn	human_ruizorera	human	ENST00000255174.3	OSER1	protein_coding	annotated	118	996	2109	3326	3251	0.5911	0.5930	0.6457	0.5631	0.6178	0.0415	0.5117	0.8145	0.5446
attn	human_ruizorera	human	ENST00000284240.10	THY1	protein_coding	annotated	85	570	4502	6121	5927	0.7219	0.6657	0.6863	0.7243	0.6780	0.0689	0.3854	0.8660	0.5445
attn	human_ruizorera	human	ENST00000293288.12	BAX	protein_coding	annotated	1	657	1358	5282	4307	0.5765	0.5819	0.6073	0.5752	0.6331	0.0490	0.4344	0.8514	0.5444
attn	human_ruizorera	human	ENST00000262027.10	MARS1	protein_coding	annotated	24	2726	2797	25186	25134	0.5481	0.5714	0.5978	0.5466	0.5962	0.0305	0.4055	0.8606	0.5444
attn	human_ruizorera	human	ENST00000203407.6	UQCRC1	protein_coding	annotated	27	1469	1595	51186	51111	0.5739	0.5651	0.6167	0.5695	0.6116	0.0386	0.3070	0.8760	0.5441
attn	human_ruizorera	human	ENST00000225719.9	CPD	protein_coding	annotated	55	4197	9372	17295	17262	0.5416	0.5574	0.5990	0.5152	0.5728	0.0175	0.4831	0.8537	0.5441
attn	human_ruizorera	human	ENST00000476071.5	NSFL1C	protein_coding	annotated	95	1213	2800	7961	7953	0.6546	0.7591	0.7312	0.6437	0.7183	0.0849	0.3728	0.8772	0.5440
attn	human_ruizorera	human	ENST00000588657.6	ILF3	protein_coding	annotated	233	2929	6017	25735	25279	0.5168	0.5835	0.6678	0.5016	0.6529	0.0585	0.3873	0.8604	0.5438
attn	human_ruizorera	human	ENST00000397386.7	LMCD1	protein_coding	Overlap_uORF	133	309	1501	8391	1631	0.6007	0.6201	0.5800	0.5300	0.6000	0.0329	0.4355	0.5261	0.5436
attn	human_ruizorera	human	ENST00000361195.6	QKI	protein_coding	annotated	25	1026	1063	25111	25061	0.6728	0.6531	0.6246	0.6710	0.6219	0.0443	0.3478	0.8405	0.5432
attn	human_ruizorera	human	ENST00000439647.5	AP2M1	protein_coding	uORF	40	207	1950	28297	2228	0.4617	0.5326	0.5923	0.8841	0.6377	0.0520	0.3626	0.8568	0.5430
attn	human_ruizorera	human	ENST00000370151.9	DPCD	protein_coding	annotated	17	628	819	4523	4520	0.6820	0.6667	0.7469	0.6749	0.7351	0.0915	0.4286	0.8701	0.5429
attn	human_ruizorera	human	ENST00000393784.8	ERGIC1	protein_coding	annotated	164	1036	2903	4197	4121	0.6150	0.6100	0.6525	0.5740	0.6090	0.0381	0.5070	0.8445	0.5427
attn	human_ruizorera	human	ENST00000266971.8	SUOX	protein_coding	annotated	184	1821	2319	3766	3664	0.5560	0.5677	0.5728	0.5635	0.5800	0.0228	0.5497	0.8311	0.5422
attn	human_ruizorera	human	ENST00000852999.1	PRKCSH	protein_coding	annotated	144	1730	3283	34358	34007	0.6727	0.6106	0.6186	0.6507	0.5871	0.0268	0.3403	0.8734	0.5421
attn	human_ruizorera	human	ENST00000296255.8	RPN1	protein_coding	annotated	19	1842	2284	47511	47495	0.5550	0.6013	0.6095	0.5431	0.5970	0.0323	0.3399	0.8699	0.5420
